0,357
1,258
2,486
3,536
4,791
5,787
6,938
7,1003
8,1152
9,1159
10,1207
11,1260
12,1248
13,1263
14,1274
15,1257
16,1259
17,1267
18,1277
19,1258
20,1274
21,1263
22,1246
23,1277
24,1241
25,1282
26,1261
27,1262
28,1258
29,1250
30,1180
31,878
32,1153
33,1212
34,1201
35,1245
36,1210
37,1255
38,1241
39,1228
40,1265
41,1233
42,1226
43,1262
44,1254
45,1199
46,1275
47,1254
48,1240
49,1247
50,1258
51,1253
52,1272
53,1208
54,1268
55,1232
56,1243
57,1223
58,1265
59,1263
60,1231
61,1188
62,1272
63,1284
64,1258
65,1262
66,1212
67,1273
68,1245
69,1258
70,1276
71,1253
72,1238
73,1269
74,1223
75,1280
76,1242
77,1259
78,1228
79,1246
80,1288
81,1250
82,1225
83,1251
84,1259
85,1257
86,1253
87,1279
88,1239
89,1270
90,1229
91,1147
92,1231
93,1202
94,1231
95,1218
96,1216
97,1268
98,1235
99,1212
100,1253
101,1246
102,1193
103,1256
104,1263
105,1254
106,1261
107,1260
108,1237
109,1250
110,1261
111,1087
112,1152
113,944
114,656
115,961
116,882
117,947
118,1023
119,1094
120,1197
121,1148
122,1213
123,1219
124,1190
125,1231
126,1181
127,1256
128,1219
129,1267
130,1228
131,1250
132,1268
133,1239
134,1240
135,1253
136,1242
137,1222
138,1243
139,1230
140,1276
141,1222
142,1218
143,1201
144,1256
145,1250
146,1139
147,1180
148,1195
149,1215
150,1181
151,1033
152,1272
153,1196
154,1217
155,1211
156,1230
157,1194
158,1231
159,1187
160,1238
161,1247
162,1231
163,1233
164,1212
165,1186
166,1234
167,1172
168,1220
169,1216
170,1246
171,1183
172,1166
173,1220
174,1206
175,1185
176,1204
177,1211
178,1214
179,1213
180,1198
181,1224
182,1011
183,1087
184,1117
185,1198
186,1193
187,1218
188,1209
189,1197
190,1178
191,1227
192,1220
193,1223
194,1172
195,1206
196,1222
197,1234
198,1221
199,1211
200,1202
201,1222
202,1262
203,1225
204,1242
205,1228
206,1253
207,1257
208,1253
209,1255
210,1253
211,1097
212,1203
213,1151
214,1005
215,1228
216,1175
217,1196
218,1229
219,1148
220,1220
221,1158
222,1197
223,700
224,892
225,1076
226,1048
227,1184
228,1037
229,883
230,985
231,1081
232,854
233,1172
234,1237
235,1200
236,1228
237,1189
238,1238
239,1161
240,1235
241,1196
242,1243
243,1179
244,1217
245,1193
246,1260
247,1195
248,1217
249,1223
250,1226
251,1229
252,1237
253,1212
254,1209
255,1266
256,1206
257,1248
258,1196
259,1276
260,1224
261,1250
262,1221
263,1229
264,1295
265,1217
266,1243
267,1255
268,1240
269,1223
270,1227
271,1093
272,1177
273,1225
274,1184
275,1241
276,1234
277,1200
278,1234
279,1206
280,1243
281,1226
282,1224
283,1181
284,1236
285,1243
286,1179
287,1235
288,1242
289,1236
290,1204
291,1274
292,1190
293,1245
294,1242
295,1190
296,1232
297,1250
298,1213
299,1241
300,1224
301,1229
302,1257
303,1214
304,1257
305,1220
306,1225
307,1217
308,1122
309,1172
310,1222
311,1163
312,1160
313,1242
314,1225
315,1225
316,1181
317,1200
318,1234
319,1215
320,1209
321,1212
322,1209
323,1223
324,1179
325,1207
326,1232
327,1231
328,1191
329,1256
330,1194
331,1078
332,1230
333,1179
334,1105
335,1181
336,1185
337,1207
338,1194
339,1180
340,1246
341,1248
342,1176
343,1215
344,1219
345,1164
346,1157
347,975
348,1085
349,1108
350,1130
351,979
352,1170
353,1183
354,1025
355,1124
356,1196
357,1241
358,1213
359,1188
360,1213
361,1198
362,1194
363,1214
364,1204
365,1181
366,1227
367,1227
368,1185
369,1236
370,1223
371,1233
372,1222
373,1202
374,1241
375,1257
376,1220
377,1244
378,1256
379,1247
380,1250
381,1192
382,1291
383,1209
384,1241
385,1242
386,1212
387,1288
388,1250
389,1232
390,1212
391,1150
392,1170
393,1210
394,1216
395,1018
396,1094
397,1221
398,1180
399,1157
400,1213
401,1133
402,1201
403,1168
404,1228
405,1219
406,1180
407,1256
408,1190
409,1200
410,1242
411,1219
412,1241
413,1224
414,1221
415,1247
416,1214
417,1208
418,1262
419,1207
420,1239
421,1204
422,1228
423,1221
424,1211
425,1248
426,1225
427,1247
428,1238
429,1224
430,1226
431,1214
432,1231
433,1216
434,1258
435,1259
436,1207
437,1266
438,1238
439,1274
440,1238
441,1212
442,1218
443,1234
444,1195
445,1205
446,1216
447,1268
448,1225
449,1234
450,1191
451,1090
452,1230
453,1194
454,1221
455,1220
456,1217
457,1243
458,1236
459,1227
460,1254
461,1243
462,1226
463,1233
464,1246
465,1233
466,1217
467,1226
468,1273
469,1226
470,1234
471,1227
472,1263
473,1231
474,1249
475,1219
476,1266
477,1269
478,1233
479,1274
480,1227
481,1039
482,630
483,882
484,1290
485,1042
486,1219
487,1191
488,954
489,664
490,580
491,804
492,647
493,1005
494,1028
495,1197
496,939
497,1070
498,1135
499,1231
500,1211
501,1215
502,1024
503,738
504,475
505,359
506,151
507,47
